Community Area,Primary Type,Year,ID
48.0,ARSON,2006,2
48.0,ARSON,2007,4
48.0,ARSON,2008,1
48.0,ARSON,2009,3
48.0,ARSON,2010,2
48.0,ARSON,2012,2
48.0,ARSON,2013,1
48.0,ARSON,2014,1
48.0,ARSON,2015,2
48.0,ARSON,2016,2
48.0,ARSON,2017,2
48.0,ASSAULT,2002,113
48.0,ASSAULT,2003,182
48.0,ASSAULT,2004,169
48.0,ASSAULT,2005,162
48.0,ASSAULT,2006,148
48.0,ASSAULT,2007,149
48.0,ASSAULT,2008,130
48.0,ASSAULT,2009,131
48.0,ASSAULT,2010,121
48.0,ASSAULT,2011,107
48.0,ASSAULT,2012,93
48.0,ASSAULT,2013,102
48.0,ASSAULT,2014,100
48.0,ASSAULT,2015,120
48.0,ASSAULT,2016,115
48.0,ASSAULT,2017,108
48.0,ASSAULT,2018,40
48.0,BATTERY,2002,329
48.0,BATTERY,2003,427
48.0,BATTERY,2004,426
48.0,BATTERY,2005,402
48.0,BATTERY,2006,409
48.0,BATTERY,2007,383
48.0,BATTERY,2008,382
48.0,BATTERY,2009,317
48.0,BATTERY,2010,333
48.0,BATTERY,2011,303
48.0,BATTERY,2012,279
48.0,BATTERY,2013,287
48.0,BATTERY,2014,262
48.0,BATTERY,2015,259
48.0,BATTERY,2016,253
48.0,BATTERY,2017,230
48.0,BATTERY,2018,97
48.0,BURGLARY,2002,77
48.0,BURGLARY,2003,136
48.0,BURGLARY,2004,156
48.0,BURGLARY,2005,149
48.0,BURGLARY,2006,122
48.0,BURGLARY,2007,153
48.0,BURGLARY,2008,194
48.0,BURGLARY,2009,183
48.0,BURGLARY,2010,242
48.0,BURGLARY,2011,261
48.0,BURGLARY,2012,152
48.0,BURGLARY,2013,110
48.0,BURGLARY,2014,76
48.0,BURGLARY,2015,98
48.0,BURGLARY,2016,93
48.0,BURGLARY,2017,86
48.0,BURGLARY,2018,24
48.0,CRIM SEXUAL ASSAULT,2001,1
48.0,CRIM SEXUAL ASSAULT,2002,12
48.0,CRIM SEXUAL ASSAULT,2003,11
48.0,CRIM SEXUAL ASSAULT,2004,14
48.0,CRIM SEXUAL ASSAULT,2005,12
48.0,CRIM SEXUAL ASSAULT,2006,7
48.0,CRIM SEXUAL ASSAULT,2007,13
48.0,CRIM SEXUAL ASSAULT,2008,8
48.0,CRIM SEXUAL ASSAULT,2009,9
48.0,CRIM SEXUAL ASSAULT,2010,6
48.0,CRIM SEXUAL ASSAULT,2011,5
48.0,CRIM SEXUAL ASSAULT,2012,8
48.0,CRIM SEXUAL ASSAULT,2013,12
48.0,CRIM SEXUAL ASSAULT,2014,7
48.0,CRIM SEXUAL ASSAULT,2015,9
48.0,CRIM SEXUAL ASSAULT,2016,5
48.0,CRIM SEXUAL ASSAULT,2017,6
48.0,CRIM SEXUAL ASSAULT,2018,5
48.0,CRIMINAL DAMAGE,2002,248
48.0,CRIMINAL DAMAGE,2003,326
48.0,CRIMINAL DAMAGE,2004,343
48.0,CRIMINAL DAMAGE,2005,333
48.0,CRIMINAL DAMAGE,2006,352
48.0,CRIMINAL DAMAGE,2007,283
48.0,CRIMINAL DAMAGE,2008,307
48.0,CRIMINAL DAMAGE,2009,302
48.0,CRIMINAL DAMAGE,2010,290
48.0,CRIMINAL DAMAGE,2011,287
48.0,CRIMINAL DAMAGE,2012,248
48.0,CRIMINAL DAMAGE,2013,183
48.0,CRIMINAL DAMAGE,2014,182
48.0,CRIMINAL DAMAGE,2015,195
48.0,CRIMINAL DAMAGE,2016,171
48.0,CRIMINAL DAMAGE,2017,197
48.0,CRIMINAL DAMAGE,2018,50
48.0,CRIMINAL TRESPASS,2002,30
48.0,CRIMINAL TRESPASS,2003,42
48.0,CRIMINAL TRESPASS,2004,47
48.0,CRIMINAL TRESPASS,2005,51
48.0,CRIMINAL TRESPASS,2006,53
48.0,CRIMINAL TRESPASS,2007,55
48.0,CRIMINAL TRESPASS,2008,44
48.0,CRIMINAL TRESPASS,2009,51
48.0,CRIMINAL TRESPASS,2010,33
48.0,CRIMINAL TRESPASS,2011,41
48.0,CRIMINAL TRESPASS,2012,32
48.0,CRIMINAL TRESPASS,2013,32
48.0,CRIMINAL TRESPASS,2014,30
48.0,CRIMINAL TRESPASS,2015,30
48.0,CRIMINAL TRESPASS,2016,19
48.0,CRIMINAL TRESPASS,2017,34
48.0,CRIMINAL TRESPASS,2018,6
48.0,DECEPTIVE PRACTICE,2001,2
48.0,DECEPTIVE PRACTICE,2002,44
48.0,DECEPTIVE PRACTICE,2003,60
48.0,DECEPTIVE PRACTICE,2004,55
48.0,DECEPTIVE PRACTICE,2005,89
48.0,DECEPTIVE PRACTICE,2006,69
48.0,DECEPTIVE PRACTICE,2007,92
48.0,DECEPTIVE PRACTICE,2008,94
48.0,DECEPTIVE PRACTICE,2009,85
48.0,DECEPTIVE PRACTICE,2010,75
48.0,DECEPTIVE PRACTICE,2011,101
48.0,DECEPTIVE PRACTICE,2012,84
48.0,DECEPTIVE PRACTICE,2013,79
48.0,DECEPTIVE PRACTICE,2014,90
48.0,DECEPTIVE PRACTICE,2015,96
48.0,DECEPTIVE PRACTICE,2016,123
48.0,DECEPTIVE PRACTICE,2017,91
48.0,DECEPTIVE PRACTICE,2018,21
48.0,GAMBLING,2002,1
48.0,GAMBLING,2003,3
48.0,GAMBLING,2004,8
48.0,GAMBLING,2005,5
48.0,GAMBLING,2006,4
48.0,GAMBLING,2007,5
48.0,GAMBLING,2008,2
48.0,GAMBLING,2009,2
48.0,GAMBLING,2010,4
48.0,GAMBLING,2011,1
48.0,GAMBLING,2012,1
48.0,GAMBLING,2014,1
48.0,GAMBLING,2016,1
48.0,HOMICIDE,2001,4
48.0,HOMICIDE,2002,5
48.0,HOMICIDE,2003,5
48.0,HOMICIDE,2004,2
48.0,HOMICIDE,2006,4
48.0,HOMICIDE,2007,3
48.0,HOMICIDE,2008,3
48.0,HOMICIDE,2009,2
48.0,HOMICIDE,2010,1
48.0,HOMICIDE,2011,2
48.0,HOMICIDE,2012,6
48.0,HOMICIDE,2014,1
48.0,HOMICIDE,2015,2
48.0,HOMICIDE,2016,1
48.0,HOMICIDE,2017,3
48.0,INTERFERENCE WITH PUBLIC OFFICER,2002,2
48.0,INTERFERENCE WITH PUBLIC OFFICER,2004,2
48.0,INTERFERENCE WITH PUBLIC OFFICER,2005,3
48.0,INTERFERENCE WITH PUBLIC OFFICER,2007,1
48.0,INTERFERENCE WITH PUBLIC OFFICER,2008,2
48.0,INTERFERENCE WITH PUBLIC OFFICER,2009,1
48.0,INTERFERENCE WITH PUBLIC OFFICER,2011,3
48.0,INTERFERENCE WITH PUBLIC OFFICER,2012,2
48.0,INTERFERENCE WITH PUBLIC OFFICER,2013,1
48.0,INTERFERENCE WITH PUBLIC OFFICER,2014,2
48.0,INTERFERENCE WITH PUBLIC OFFICER,2015,9
48.0,INTERFERENCE WITH PUBLIC OFFICER,2016,6
48.0,INTERFERENCE WITH PUBLIC OFFICER,2017,5
48.0,INTERFERENCE WITH PUBLIC OFFICER,2018,3
48.0,INTIMIDATION,2002,5
48.0,INTIMIDATION,2003,2
48.0,INTIMIDATION,2004,2
48.0,INTIMIDATION,2006,1
48.0,INTIMIDATION,2007,1
48.0,INTIMIDATION,2010,2
48.0,INTIMIDATION,2013,4
48.0,INTIMIDATION,2015,2
48.0,INTIMIDATION,2016,1
48.0,KIDNAPPING,2002,12
48.0,KIDNAPPING,2003,8
48.0,KIDNAPPING,2004,3
48.0,KIDNAPPING,2005,2
48.0,KIDNAPPING,2006,3
48.0,KIDNAPPING,2008,1
48.0,KIDNAPPING,2009,1
48.0,KIDNAPPING,2010,2
48.0,KIDNAPPING,2011,3
48.0,KIDNAPPING,2012,1
48.0,KIDNAPPING,2013,2
48.0,KIDNAPPING,2014,1
48.0,KIDNAPPING,2015,3
48.0,KIDNAPPING,2016,2
48.0,KIDNAPPING,2017,1
48.0,LIQUOR LAW VIOLATION,2002,3
48.0,LIQUOR LAW VIOLATION,2003,6
48.0,LIQUOR LAW VIOLATION,2004,7
48.0,LIQUOR LAW VIOLATION,2005,7
48.0,LIQUOR LAW VIOLATION,2006,4
48.0,LIQUOR LAW VIOLATION,2007,8
48.0,LIQUOR LAW VIOLATION,2008,5
48.0,LIQUOR LAW VIOLATION,2009,3
48.0,LIQUOR LAW VIOLATION,2011,1
48.0,LIQUOR LAW VIOLATION,2012,1
48.0,LIQUOR LAW VIOLATION,2013,1
48.0,LIQUOR LAW VIOLATION,2014,7
48.0,LIQUOR LAW VIOLATION,2015,1
48.0,LIQUOR LAW VIOLATION,2016,1
48.0,MOTOR VEHICLE THEFT,2001,2
48.0,MOTOR VEHICLE THEFT,2002,142
48.0,MOTOR VEHICLE THEFT,2003,231
48.0,MOTOR VEHICLE THEFT,2004,230
48.0,MOTOR VEHICLE THEFT,2005,165
48.0,MOTOR VEHICLE THEFT,2006,201
48.0,MOTOR VEHICLE THEFT,2007,176
48.0,MOTOR VEHICLE THEFT,2008,142
48.0,MOTOR VEHICLE THEFT,2009,125
48.0,MOTOR VEHICLE THEFT,2010,138
48.0,MOTOR VEHICLE THEFT,2011,164
48.0,MOTOR VEHICLE THEFT,2012,109
48.0,MOTOR VEHICLE THEFT,2013,91
48.0,MOTOR VEHICLE THEFT,2014,96
48.0,MOTOR VEHICLE THEFT,2015,68
48.0,MOTOR VEHICLE THEFT,2016,88
48.0,MOTOR VEHICLE THEFT,2017,89
48.0,MOTOR VEHICLE THEFT,2018,23
48.0,NARCOTICS,2001,1
48.0,NARCOTICS,2002,80
48.0,NARCOTICS,2003,140
48.0,NARCOTICS,2004,209
48.0,NARCOTICS,2005,166
48.0,NARCOTICS,2006,157
48.0,NARCOTICS,2007,231
48.0,NARCOTICS,2008,173
48.0,NARCOTICS,2009,174
48.0,NARCOTICS,2010,136
48.0,NARCOTICS,2011,108
48.0,NARCOTICS,2012,69
48.0,NARCOTICS,2013,63
48.0,NARCOTICS,2014,92
48.0,NARCOTICS,2015,72
48.0,NARCOTICS,2016,31
48.0,NARCOTICS,2017,30
48.0,NARCOTICS,2018,13
48.0,OBSCENITY,2013,1
48.0,OBSCENITY,2016,1
48.0,OFFENSE INVOLVING CHILDREN,2001,1
48.0,OFFENSE INVOLVING CHILDREN,2002,17
48.0,OFFENSE INVOLVING CHILDREN,2003,27
48.0,OFFENSE INVOLVING CHILDREN,2004,43
48.0,OFFENSE INVOLVING CHILDREN,2005,27
48.0,OFFENSE INVOLVING CHILDREN,2006,18
48.0,OFFENSE INVOLVING CHILDREN,2007,21
48.0,OFFENSE INVOLVING CHILDREN,2008,13
48.0,OFFENSE INVOLVING CHILDREN,2009,27
48.0,OFFENSE INVOLVING CHILDREN,2010,14
48.0,OFFENSE INVOLVING CHILDREN,2011,17
48.0,OFFENSE INVOLVING CHILDREN,2012,6
48.0,OFFENSE INVOLVING CHILDREN,2013,15
48.0,OFFENSE INVOLVING CHILDREN,2014,16
48.0,OFFENSE INVOLVING CHILDREN,2015,15
48.0,OFFENSE INVOLVING CHILDREN,2016,18
48.0,OFFENSE INVOLVING CHILDREN,2017,8
48.0,OFFENSE INVOLVING CHILDREN,2018,3
48.0,OTHER OFFENSE,2002,196
48.0,OTHER OFFENSE,2003,212
48.0,OTHER OFFENSE,2004,201
48.0,OTHER OFFENSE,2005,196
48.0,OTHER OFFENSE,2006,185
48.0,OTHER OFFENSE,2007,172
48.0,OTHER OFFENSE,2008,177
48.0,OTHER OFFENSE,2009,153
48.0,OTHER OFFENSE,2010,129
48.0,OTHER OFFENSE,2011,119
48.0,OTHER OFFENSE,2012,100
48.0,OTHER OFFENSE,2013,112
48.0,OTHER OFFENSE,2014,116
48.0,OTHER OFFENSE,2015,113
48.0,OTHER OFFENSE,2016,126
48.0,OTHER OFFENSE,2017,118
48.0,OTHER OFFENSE,2018,43
48.0,PROSTITUTION,2006,1
48.0,PROSTITUTION,2010,1
48.0,PUBLIC PEACE VIOLATION,2002,3
48.0,PUBLIC PEACE VIOLATION,2003,7
48.0,PUBLIC PEACE VIOLATION,2004,9
48.0,PUBLIC PEACE VIOLATION,2005,7
48.0,PUBLIC PEACE VIOLATION,2006,4
48.0,PUBLIC PEACE VIOLATION,2007,7
48.0,PUBLIC PEACE VIOLATION,2008,7
48.0,PUBLIC PEACE VIOLATION,2009,11
48.0,PUBLIC PEACE VIOLATION,2010,11
48.0,PUBLIC PEACE VIOLATION,2011,10
48.0,PUBLIC PEACE VIOLATION,2012,8
48.0,PUBLIC PEACE VIOLATION,2013,12
48.0,PUBLIC PEACE VIOLATION,2014,18
48.0,PUBLIC PEACE VIOLATION,2015,9
48.0,PUBLIC PEACE VIOLATION,2016,5
48.0,PUBLIC PEACE VIOLATION,2017,7
48.0,PUBLIC PEACE VIOLATION,2018,1
48.0,ROBBERY,2002,89
48.0,ROBBERY,2003,104
48.0,ROBBERY,2004,132
48.0,ROBBERY,2005,114
48.0,ROBBERY,2006,131
48.0,ROBBERY,2007,131
48.0,ROBBERY,2008,147
48.0,ROBBERY,2009,104
48.0,ROBBERY,2010,109
48.0,ROBBERY,2011,107
48.0,ROBBERY,2012,122
48.0,ROBBERY,2013,77
48.0,ROBBERY,2014,63
48.0,ROBBERY,2015,64
48.0,ROBBERY,2016,63
48.0,ROBBERY,2017,69
48.0,ROBBERY,2018,10
48.0,SEX OFFENSE,2002,5
48.0,SEX OFFENSE,2003,7
48.0,SEX OFFENSE,2004,6
48.0,SEX OFFENSE,2005,9
48.0,SEX OFFENSE,2006,7
48.0,SEX OFFENSE,2007,5
48.0,SEX OFFENSE,2008,4
48.0,SEX OFFENSE,2009,6
48.0,SEX OFFENSE,2010,2
48.0,SEX OFFENSE,2011,4
48.0,SEX OFFENSE,2012,3
48.0,SEX OFFENSE,2013,3
48.0,SEX OFFENSE,2014,2
48.0,SEX OFFENSE,2015,8
48.0,SEX OFFENSE,2017,6
48.0,STALKING,2003,2
48.0,STALKING,2004,1
48.0,STALKING,2005,2
48.0,STALKING,2006,3
48.0,STALKING,2007,5
48.0,STALKING,2008,1
48.0,STALKING,2010,2
48.0,STALKING,2011,3
48.0,STALKING,2012,2
48.0,STALKING,2014,1
48.0,STALKING,2015,2
48.0,STALKING,2016,1
48.0,STALKING,2017,3
48.0,STALKING,2018,1
48.0,THEFT,2001,13
48.0,THEFT,2002,331
48.0,THEFT,2003,505
48.0,THEFT,2004,462
48.0,THEFT,2005,404
48.0,THEFT,2006,455
48.0,THEFT,2007,432
48.0,THEFT,2008,430
48.0,THEFT,2009,398
48.0,THEFT,2010,422
48.0,THEFT,2011,543
48.0,THEFT,2012,560
48.0,THEFT,2013,400
48.0,THEFT,2014,402
48.0,THEFT,2015,285
48.0,THEFT,2016,273
48.0,THEFT,2017,245
48.0,THEFT,2018,66
48.0,WEAPONS VIOLATION,2002,13
48.0,WEAPONS VIOLATION,2003,18
48.0,WEAPONS VIOLATION,2004,21
48.0,WEAPONS VIOLATION,2005,32
48.0,WEAPONS VIOLATION,2006,19
48.0,WEAPONS VIOLATION,2007,19
48.0,WEAPONS VIOLATION,2008,27
48.0,WEAPONS VIOLATION,2009,23
48.0,WEAPONS VIOLATION,2010,23
48.0,WEAPONS VIOLATION,2011,30
48.0,WEAPONS VIOLATION,2012,35
48.0,WEAPONS VIOLATION,2013,26
48.0,WEAPONS VIOLATION,2014,22
48.0,WEAPONS VIOLATION,2015,20
48.0,WEAPONS VIOLATION,2016,11
48.0,WEAPONS VIOLATION,2017,23
48.0,WEAPONS VIOLATION,2018,21
49.0,ARSON,2002,22
49.0,ARSON,2003,19
49.0,ARSON,2004,28
49.0,ARSON,2005,11
49.0,ARSON,2006,22
49.0,ARSON,2007,21
49.0,ARSON,2008,29
49.0,ARSON,2009,16
49.0,ARSON,2010,20
49.0,ARSON,2011,9
49.0,ARSON,2012,22
49.0,ARSON,2013,10
49.0,ARSON,2014,11
49.0,ARSON,2015,15
49.0,ARSON,2016,24
49.0,ARSON,2017,22
49.0,ASSAULT,2001,1
49.0,ASSAULT,2002,779
49.0,ASSAULT,2003,1006
49.0,ASSAULT,2004,888
49.0,ASSAULT,2005,866
49.0,ASSAULT,2006,875
49.0,ASSAULT,2007,917
49.0,ASSAULT,2008,986
49.0,ASSAULT,2009,798
49.0,ASSAULT,2010,700
49.0,ASSAULT,2011,640
49.0,ASSAULT,2012,638
49.0,ASSAULT,2013,602
49.0,ASSAULT,2014,561
49.0,ASSAULT,2015,554
49.0,ASSAULT,2016,606
49.0,ASSAULT,2017,615
49.0,ASSAULT,2018,231
49.0,BATTERY,2001,2
49.0,BATTERY,2002,2174
49.0,BATTERY,2003,2768
49.0,BATTERY,2004,2729
49.0,BATTERY,2005,2642
49.0,BATTERY,2006,2642
49.0,BATTERY,2007,2470
49.0,BATTERY,2008,2404
49.0,BATTERY,2009,2263
49.0,BATTERY,2010,2229
49.0,BATTERY,2011,1957
49.0,BATTERY,2012,1792
49.0,BATTERY,2013,1578
49.0,BATTERY,2014,1447
49.0,BATTERY,2015,1435
49.0,BATTERY,2016,1497
49.0,BATTERY,2017,1449
49.0,BATTERY,2018,554
49.0,BURGLARY,2001,1
49.0,BURGLARY,2002,473
49.0,BURGLARY,2003,567
49.0,BURGLARY,2004,523
49.0,BURGLARY,2005,612
49.0,BURGLARY,2006,539
49.0,BURGLARY,2007,854
49.0,BURGLARY,2008,898
49.0,BURGLARY,2009,963
49.0,BURGLARY,2010,825
49.0,BURGLARY,2011,854
49.0,BURGLARY,2012,627
49.0,BURGLARY,2013,555
49.0,BURGLARY,2014,442
49.0,BURGLARY,2015,477
49.0,BURGLARY,2016,455
49.0,BURGLARY,2017,406
49.0,BURGLARY,2018,110
49.0,CONCEALED CARRY LICENSE VIOLATION,2014,1
49.0,CONCEALED CARRY LICENSE VIOLATION,2017,2
49.0,CONCEALED CARRY LICENSE VIOLATION,2018,2
49.0,CRIM SEXUAL ASSAULT,2001,3
49.0,CRIM SEXUAL ASSAULT,2002,54
49.0,CRIM SEXUAL ASSAULT,2003,45
49.0,CRIM SEXUAL ASSAULT,2004,46
49.0,CRIM SEXUAL ASSAULT,2005,65
49.0,CRIM SEXUAL ASSAULT,2006,52
49.0,CRIM SEXUAL ASSAULT,2007,63
49.0,CRIM SEXUAL ASSAULT,2008,53
49.0,CRIM SEXUAL ASSAULT,2009,49
49.0,CRIM SEXUAL ASSAULT,2010,38
49.0,CRIM SEXUAL ASSAULT,2011,45
49.0,CRIM SEXUAL ASSAULT,2012,37
49.0,CRIM SEXUAL ASSAULT,2013,41
49.0,CRIM SEXUAL ASSAULT,2014,36
49.0,CRIM SEXUAL ASSAULT,2015,35
49.0,CRIM SEXUAL ASSAULT,2016,49
49.0,CRIM SEXUAL ASSAULT,2017,38
49.0,CRIM SEXUAL ASSAULT,2018,10
49.0,CRIMINAL DAMAGE,2001,1
49.0,CRIMINAL DAMAGE,2002,1180
49.0,CRIMINAL DAMAGE,2003,1368
49.0,CRIMINAL DAMAGE,2004,1270
49.0,CRIMINAL DAMAGE,2005,1493
49.0,CRIMINAL DAMAGE,2006,1615
49.0,CRIMINAL DAMAGE,2007,1508
49.0,CRIMINAL DAMAGE,2008,1545
49.0,CRIMINAL DAMAGE,2009,1435
49.0,CRIMINAL DAMAGE,2010,1103
49.0,CRIMINAL DAMAGE,2011,984
49.0,CRIMINAL DAMAGE,2012,1029
49.0,CRIMINAL DAMAGE,2013,902
49.0,CRIMINAL DAMAGE,2014,866
49.0,CRIMINAL DAMAGE,2015,793
49.0,CRIMINAL DAMAGE,2016,878
49.0,CRIMINAL DAMAGE,2017,918
49.0,CRIMINAL DAMAGE,2018,318
49.0,CRIMINAL TRESPASS,2002,167
49.0,CRIMINAL TRESPASS,2003,221
49.0,CRIMINAL TRESPASS,2004,266
49.0,CRIMINAL TRESPASS,2005,336
49.0,CRIMINAL TRESPASS,2006,346
49.0,CRIMINAL TRESPASS,2007,392
49.0,CRIMINAL TRESPASS,2008,315
49.0,CRIMINAL TRESPASS,2009,310
49.0,CRIMINAL TRESPASS,2010,255
49.0,CRIMINAL TRESPASS,2011,262
49.0,CRIMINAL TRESPASS,2012,211
49.0,CRIMINAL TRESPASS,2013,212
49.0,CRIMINAL TRESPASS,2014,207
49.0,CRIMINAL TRESPASS,2015,149
49.0,CRIMINAL TRESPASS,2016,202
49.0,CRIMINAL TRESPASS,2017,188
49.0,CRIMINAL TRESPASS,2018,90
49.0,DECEPTIVE PRACTICE,2001,6
49.0,DECEPTIVE PRACTICE,2002,194
49.0,DECEPTIVE PRACTICE,2003,261
49.0,DECEPTIVE PRACTICE,2004,243
49.0,DECEPTIVE PRACTICE,2005,236
49.0,DECEPTIVE PRACTICE,2006,265
49.0,DECEPTIVE PRACTICE,2007,307
49.0,DECEPTIVE PRACTICE,2008,292
49.0,DECEPTIVE PRACTICE,2009,238
49.0,DECEPTIVE PRACTICE,2010,266
49.0,DECEPTIVE PRACTICE,2011,255
49.0,DECEPTIVE PRACTICE,2012,344
49.0,DECEPTIVE PRACTICE,2013,267
49.0,DECEPTIVE PRACTICE,2014,313
49.0,DECEPTIVE PRACTICE,2015,323
49.0,DECEPTIVE PRACTICE,2016,286
49.0,DECEPTIVE PRACTICE,2017,324
49.0,DECEPTIVE PRACTICE,2018,83
49.0,GAMBLING,2002,18
49.0,GAMBLING,2003,29
49.0,GAMBLING,2004,30
49.0,GAMBLING,2005,21
49.0,GAMBLING,2006,38
49.0,GAMBLING,2007,48
49.0,GAMBLING,2008,35
49.0,GAMBLING,2009,27
49.0,GAMBLING,2010,21
49.0,GAMBLING,2011,12
49.0,GAMBLING,2012,14
49.0,GAMBLING,2013,22
49.0,GAMBLING,2014,18
49.0,GAMBLING,2015,11
49.0,GAMBLING,2016,5
49.0,GAMBLING,2017,8
49.0,HOMICIDE,2001,14
49.0,HOMICIDE,2002,9
49.0,HOMICIDE,2003,19
49.0,HOMICIDE,2004,14
49.0,HOMICIDE,2005,11
49.0,HOMICIDE,2006,20
49.0,HOMICIDE,2007,16
49.0,HOMICIDE,2008,18
49.0,HOMICIDE,2009,13
49.0,HOMICIDE,2010,18
49.0,HOMICIDE,2011,15
49.0,HOMICIDE,2012,16
49.0,HOMICIDE,2013,16
49.0,HOMICIDE,2014,13
49.0,HOMICIDE,2015,18
49.0,HOMICIDE,2016,32
49.0,HOMICIDE,2017,35
49.0,HOMICIDE,2018,3
49.0,HUMAN TRAFFICKING,2015,2
49.0,HUMAN TRAFFICKING,2016,1
49.0,INTERFERENCE WITH PUBLIC OFFICER,2002,7
49.0,INTERFERENCE WITH PUBLIC OFFICER,2003,14
49.0,INTERFERENCE WITH PUBLIC OFFICER,2004,9
49.0,INTERFERENCE WITH PUBLIC OFFICER,2005,18
49.0,INTERFERENCE WITH PUBLIC OFFICER,2006,16
49.0,INTERFERENCE WITH PUBLIC OFFICER,2007,22
49.0,INTERFERENCE WITH PUBLIC OFFICER,2008,19
49.0,INTERFERENCE WITH PUBLIC OFFICER,2009,22
49.0,INTERFERENCE WITH PUBLIC OFFICER,2010,30
49.0,INTERFERENCE WITH PUBLIC OFFICER,2011,43
49.0,INTERFERENCE WITH PUBLIC OFFICER,2012,50
49.0,INTERFERENCE WITH PUBLIC OFFICER,2013,31
49.0,INTERFERENCE WITH PUBLIC OFFICER,2014,48
49.0,INTERFERENCE WITH PUBLIC OFFICER,2015,40
49.0,INTERFERENCE WITH PUBLIC OFFICER,2016,45
49.0,INTERFERENCE WITH PUBLIC OFFICER,2017,53
49.0,INTERFERENCE WITH PUBLIC OFFICER,2018,38
49.0,INTIMIDATION,2002,6
49.0,INTIMIDATION,2003,13
49.0,INTIMIDATION,2004,14
49.0,INTIMIDATION,2005,7
49.0,INTIMIDATION,2006,8
49.0,INTIMIDATION,2007,6
49.0,INTIMIDATION,2008,5
49.0,INTIMIDATION,2009,10
49.0,INTIMIDATION,2010,8
49.0,INTIMIDATION,2011,3
49.0,INTIMIDATION,2012,2
49.0,INTIMIDATION,2013,1
49.0,INTIMIDATION,2014,7
49.0,INTIMIDATION,2015,3
49.0,INTIMIDATION,2016,1
49.0,INTIMIDATION,2017,2
49.0,KIDNAPPING,2002,17
49.0,KIDNAPPING,2003,26
49.0,KIDNAPPING,2004,14
49.0,KIDNAPPING,2005,13
49.0,KIDNAPPING,2006,11
49.0,KIDNAPPING,2007,12
49.0,KIDNAPPING,2008,12
49.0,KIDNAPPING,2009,14
49.0,KIDNAPPING,2010,10
49.0,KIDNAPPING,2011,8
49.0,KIDNAPPING,2012,6
49.0,KIDNAPPING,2013,6
49.0,KIDNAPPING,2014,11
49.0,KIDNAPPING,2015,7
49.0,KIDNAPPING,2016,5
49.0,KIDNAPPING,2017,9
49.0,KIDNAPPING,2018,2
49.0,LIQUOR LAW VIOLATION,2002,6
49.0,LIQUOR LAW VIOLATION,2003,5
49.0,LIQUOR LAW VIOLATION,2004,12
49.0,LIQUOR LAW VIOLATION,2005,7
49.0,LIQUOR LAW VIOLATION,2006,18
49.0,LIQUOR LAW VIOLATION,2007,13
49.0,LIQUOR LAW VIOLATION,2008,8
49.0,LIQUOR LAW VIOLATION,2009,6
49.0,LIQUOR LAW VIOLATION,2010,5
49.0,LIQUOR LAW VIOLATION,2011,6
49.0,LIQUOR LAW VIOLATION,2012,2
49.0,LIQUOR LAW VIOLATION,2013,1
49.0,LIQUOR LAW VIOLATION,2014,3
49.0,LIQUOR LAW VIOLATION,2015,4
49.0,LIQUOR LAW VIOLATION,2016,1
49.0,LIQUOR LAW VIOLATION,2017,1
49.0,LIQUOR LAW VIOLATION,2018,1
49.0,MOTOR VEHICLE THEFT,2001,16
49.0,MOTOR VEHICLE THEFT,2002,377
49.0,MOTOR VEHICLE THEFT,2003,473
49.0,MOTOR VEHICLE THEFT,2004,526
49.0,MOTOR VEHICLE THEFT,2005,620
49.0,MOTOR VEHICLE THEFT,2006,672
49.0,MOTOR VEHICLE THEFT,2007,538
49.0,MOTOR VEHICLE THEFT,2008,611
49.0,MOTOR VEHICLE THEFT,2009,415
49.0,MOTOR VEHICLE THEFT,2010,521
49.0,MOTOR VEHICLE THEFT,2011,649
49.0,MOTOR VEHICLE THEFT,2012,369
49.0,MOTOR VEHICLE THEFT,2013,307
49.0,MOTOR VEHICLE THEFT,2014,220
49.0,MOTOR VEHICLE THEFT,2015,243
49.0,MOTOR VEHICLE THEFT,2016,262
49.0,MOTOR VEHICLE THEFT,2017,254
49.0,MOTOR VEHICLE THEFT,2018,89
49.0,NARCOTICS,2002,796
49.0,NARCOTICS,2003,1302
49.0,NARCOTICS,2004,1646
49.0,NARCOTICS,2005,1437
49.0,NARCOTICS,2006,1795
49.0,NARCOTICS,2007,2147
49.0,NARCOTICS,2008,1574
49.0,NARCOTICS,2009,1326
49.0,NARCOTICS,2010,1272
49.0,NARCOTICS,2011,1263
49.0,NARCOTICS,2012,1087
49.0,NARCOTICS,2013,997
49.0,NARCOTICS,2014,796
49.0,NARCOTICS,2015,517
49.0,NARCOTICS,2016,377
49.0,NARCOTICS,2017,295
49.0,NARCOTICS,2018,120
49.0,NON - CRIMINAL,2014,1
49.0,OBSCENITY,2004,1
49.0,OBSCENITY,2005,1
49.0,OBSCENITY,2006,1
49.0,OBSCENITY,2011,1
49.0,OBSCENITY,2014,1
49.0,OBSCENITY,2015,1
49.0,OBSCENITY,2016,2
49.0,OBSCENITY,2017,3
49.0,OFFENSE INVOLVING CHILDREN,2001,6
49.0,OFFENSE INVOLVING CHILDREN,2002,57
49.0,OFFENSE INVOLVING CHILDREN,2003,111
49.0,OFFENSE INVOLVING CHILDREN,2004,115
49.0,OFFENSE INVOLVING CHILDREN,2005,96
49.0,OFFENSE INVOLVING CHILDREN,2006,102
